,Unnamed: 0,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
872,2422,64478,974.289,361.66087931692533,227.70208643061164,1.5883072701976992,0.7769185661382221,65268,286.5238896940948,0.6873254450485022,0.9878960593246308,0.8535831303611228,0.7922446304816188,0.0056090585830349,0.0013630348383548,0.6276515545269566,0.9969035272060528,BARBUNYA
38,4415,71161,1037.077,407.762973871217,223.7249901388218,1.8226080761840655,0.8360427479796726,72221,301.00664318732055,0.781868723493089,0.9853228285401752,0.8314380602039656,0.7381902293129412,0.0057301467639748,0.0010495875693544,0.5449248146530928,0.9931843680998318,CALI
201,7844,40253,769.301,290.21078033018085,177.48611251543065,1.6351182423072674,0.7911852524194546,40881,226.3884082593994,0.7305975025410193,0.9846383405493996,0.8547035806158969,0.7800826971411298,0.0072096683559034,0.0016468635993588,0.6085290143789797,0.995016892384331,SIRA
1054,12157,33190,681.4709999999999,263.74949646453285,161.07850535752937,1.637397217456887,0.7918424959883824,33566,205.5695028202385,0.8162211346924723,0.98879818864327,0.8980951645610464,0.7794119252390005,0.0079466555126403,0.0018089740416427,0.6074829492047654,0.9946908906803864,DERMASON
657,12243,33507,676.021,250.49454695967887,170.6671509809785,1.4677373209774704,0.7319849285745542,33882,206.5488741810061,0.7979757085020243,0.9889321763768372,0.9213508385035764,0.8245643535475983,0.0074758870373258,0.0021317718218968,0.6799063731413687,0.9979239586300208,DERMASON
156,13513,40834,750.3299999999999,278.3408373627306,187.3299607243195,1.4858319314567383,0.7396209796464154,41275,228.0163668900012,0.7471091920374707,0.9893155663234404,0.9114380738925504,0.8191983937766661,0.0068163990146135,0.0018936126062081,0.67108600836627,0.9971210199844478,DERMASON
533,3688,181181,1601.361,576.0441325901379,403.3586387664746,1.4281189919515769,0.7139254029461908,183119,480.2986716145085,0.768292320935617,0.989416718090422,0.8878590413996713,0.8337879763741064,0.0031793848835702,0.0009478625838681,0.6952023895460275,0.9928317357608002,BOMBAY
1266,8988,45674,809.693,305.7368434651361,190.68785339007175,1.6033367518156476,0.781664372209648,46164,241.1512864702028,0.7078167617158443,0.9893856684862664,0.8754636976742327,0.788754419444714,0.0066938924435157,0.0015981800871811,0.622133534193568,0.9974895599095044,SIRA
1276,741,37810,712.6320000000001,241.1020938059275,200.0346227844618,1.2053018145049623,0.5582575444079945,38253,219.4110006048842,0.7976793248945148,0.988419208950932,0.93559071126259,0.9100335759899982,0.0063766753188555,0.0026977626119929,0.828161109429144,0.99818408789739,SEKER
1134,5163,82691,1103.441,436.4676804603554,243.49353288379888,1.792522681366854,0.8299263337760638,83931,324.4771967237379,0.7210208743874579,0.9852259594190466,0.8534338696893662,0.7434163198097559,0.0052782972809659,0.0009944935531539,0.5526678245594815,0.9906696107845476,CALI
270,8161,41973,777.9159999999999,305.72670577456853,175.50057064553354,1.7420268472634122,0.8188244777023689,42458,231.17457345298376,0.6578840125391849,0.9885769466296104,0.8715944722319202,0.7561477917583139,0.0072838897809203,0.001468824408717,0.5717594829809745,0.9960203695303056,SIRA
1243,8345,42811,769.4639999999999,285.173548486349,191.83853014346408,1.4865290527043,0.7399080578375034,43273,233.4708935813136,0.817627960275019,0.9893235967000208,0.9086332493742556,0.8186975784413948,0.0066612213797002,0.0018459828134652,0.6702657249458037,0.9963694731638466,SIRA
742,4669,74623,1049.888,404.9169923670669,236.8822830580181,1.7093595482946826,0.8110228837284125,75557,308.2417144819501,0.7715363937138131,0.9876384716174544,0.8507395534028191,0.7612466759669144,0.0054261687732611,0.0011240217049098,0.5794965016706763,0.990567878334136,CALI
489,113,33338,659.103,232.26379452555997,182.91850915708577,1.2697664965446325,0.6162553926930306,33639,206.02732814454703,0.7767474370922647,0.9910520526769524,0.9643680853766636,0.887040223231496,0.0069669384643817,0.0026606943756877,0.7868403576305822,0.9991035242485098,SEKER
808,952,38866,727.944,250.82295741950995,197.6335924860025,1.2691311950789672,0.6157512525947079,39268,222.45387869326268,0.7549141480848419,0.9897626566160742,0.9216876511962608,0.8868960041851391,0.0064535315550741,0.0024630203131308,0.7865845222395665,0.9982789547405194,SEKER
128,6680,55573,916.723,372.3930491992671,194.77108392593365,1.911952440234293,0.8523169957590725,57240,266.00327294897556,0.7906245554132878,0.9708770090845562,0.8309931630396034,0.7143078355542493,0.0067009707807616,0.0010761161356889,0.5102356839341965,0.9755463609926004,HOROZ
818,9566,48854,837.4069999999999,309.6480673515813,201.47713087320477,1.5368894028298008,0.7593649841181817,49375,249.4049813425779,0.6976252695311942,0.9894481012658228,0.8754610289883095,0.8054465945023902,0.0063382336625779,0.0016454890889091,0.6487442165954979,0.9970481116327417,SIRA
827,323,35283,681.3729999999999,223.97501221467363,200.83652053491224,1.1152105783257638,0.4426557428212355,35589,211.95214284571583,0.7790805511393747,0.9914018376464638,0.955004742266782,0.9463204879416004,0.0063479582862759,0.0031402686087291,0.8955224658980286,0.9986961270978548,SEKER
1009,11564,30891,640.842,218.60577019404224,180.7010365300824,1.2097648933942315,0.5627797474648984,31281,198.32206830409444,0.74273280276983,0.987532367891052,0.9452352241095884,0.9072133280290668,0.0070766815640167,0.0029569712636118,0.8230360225535754,0.9956800860841384,DERMASON
968,10470,26386,586.4970000000001,204.01684728256353,165.0594356161769,1.2360205069219838,0.5877424842290486,26654,183.2912944669823,0.779935562058467,0.9899452239813912,0.9639440614768868,0.8984125424363785,0.0077320111908801,0.0031072447435447,0.8071450964069975,0.9976478912205706,DERMASON
915,7851,40311,762.303,290.1587641706972,177.87560050728356,1.6312454509960512,0.7900607711293149,40886,226.55144953811077,0.7729076790336497,0.9859365063836032,0.8717223442128809,0.7807844446319498,0.0071980046183596,0.0016501236673622,0.6096243489792225,0.994446946088786,SIRA
310,5268,85244,1102.784,421.01734276888544,258.96380937592545,1.62577675924482,0.7884564385807994,85958,329.44807140337645,0.8197878499370089,0.9916936178133507,0.8808313666734829,0.7825047520292405,0.00493896746714,0.0011422570908589,0.6123136869483431,0.9954853616081244,CALI
506,13002,37119,721.6429999999999,269.81542230121204,175.91130092952542,1.5338151720525732,0.7582455903951016,37615,217.3968230242211,0.6937871481439947,0.986813771101954,0.8956974237962486,0.8057242286970805,0.0072689302594685,0.0018897134683206,0.6491915327095051,0.9957398224379032,DERMASON
1102,10459,26311,600.1289999999999,224.1376271537175,149.6148017978555,1.4980979452591174,0.7445980556556739,26567,183.0306140008465,0.7175857742868053,0.9903639853954154,0.9180323626324784,0.8165992311291889,0.0085187802498467,0.0023366466600155,0.6668343042807824,0.9989831010713331,DERMASON
582,6692,55701,932.537,386.3861055766393,183.97158041692816,2.100248879207247,0.8793727131520411,56186,266.30943633542785,0.7245658536585365,0.9913679564304276,0.8048977470054216,0.6892313996073692,0.0069367893857675,0.0009656027405107,0.475039922204733,0.9977020641891886,HOROZ
697,7320,65042,1023.506,419.2028581371172,198.96277411407928,2.1069411602431662,0.8801898884673471,65748,287.77429779023777,0.7834025895814514,0.9892620307842064,0.7802305753046068,0.6864798085324828,0.0064451102078213,0.0008829196491023,0.4712545275227942,0.9929055609887212,HOROZ
235,9865,51338,902.5929999999998,348.68180968796094,189.3322494282022,1.8416398196345656,0.8397363549190815,51994,255.6669156297189,0.6275271971641608,0.987383159595338,0.7918900525652695,0.7332384670669166,0.0067918853420071,0.0012110193196906,0.5376386495866419,0.9901367456533148,SIRA
956,3614,171896,1565.283,563.3965748616343,391.72926106737106,1.438229488720117,0.7187202804975127,173913,467.8298673468759,0.8186147516001219,0.9884022471005618,0.8816371820134895,0.8303739998095856,0.0032775432520921,0.0009612208081017,0.6895209795597697,0.9916894058940418,BOMBAY
702,12224,33433,686.2760000000001,257.1752230274985,165.89314503668356,1.5502462321190542,0.7641329223818278,33818,206.32066716432143,0.7535046202389002,0.9886155301910226,0.8920466975712887,0.802257172115918,0.0076922568428647,0.0019655675466145,0.6436165702114295,0.9977641628996572,DERMASON
552,9999,53942,893.241,352.1032086982546,196.6905070460832,1.7901382938412949,0.8294263667499608,54569,262.07076815643546,0.6706367953850362,0.988509959867324,0.8495708652798839,0.7443009938061225,0.0065274407455833,0.001235711522516,0.5539839693807816,0.9917079177627406,SIRA
752,12936,36726,704.853,261.431070938213,179.12607128649205,1.4594808508923491,0.7283783522916746,37172,216.24290860035987,0.7594292803970223,0.9880017217260304,0.9289372726483603,0.8271507584171853,0.0071184194014652,0.0020554268431886,0.684178377150125,0.9985452400452106,DERMASON
1309,13528,41169,753.9250000000001,266.1669592600919,197.3244373829632,1.348879858927562,0.6711121184200783,41710,228.9497735687937,0.7945996024010346,0.9870294893310956,0.9101728838871692,0.8601735324521235,0.0064652277019138,0.0021832722185889,0.7398985059311645,0.9980341923011428,DERMASON
224,1364,41393,737.3969999999999,258.0760050578216,204.65184270654177,1.2610490169291406,0.6092338870612151,41782,229.5717850155428,0.7626812595581597,0.9906897707146618,0.9566080576766252,0.8895510644784955,0.0062347741177933,0.0024081526975001,0.7913010963148245,0.9978694696027606,SEKER
511,9821,50839,845.1509999999998,320.7776675080188,202.49873773179243,1.584097121301001,0.775559539853315,51285,254.4213536926312,0.813280862568188,0.9913035000487472,0.894413290770235,0.7931392346266474,0.0063096769705938,0.0015402266159794,0.6290698455041439,0.9965077313603798,SIRA
579,10430,26160,593.629,217.32751558680607,153.58197227259666,1.4150587622423925,0.7075288765934163,26449,182.50464785936785,0.7258601553829079,0.9890733109002232,0.9328619639619388,0.8397677917892126,0.0083076267426149,0.0025485525541075,0.7052099441265305,0.997913510656715,DERMASON
294,11362,30150,639.5169999999999,237.886747802156,161.56247598054418,1.4724133581042853,0.7339929297161226,30459,195.928998042059,0.7979356887653831,0.989855215207328,0.926388154588515,0.8236230048636752,0.0078901077214645,0.0022396315116171,0.6783548541406695,0.9988187487716058,DERMASON
417,84,32934,668.1969999999999,221.40873083037212,189.6018110515005,1.167756413308901,0.5164075045016255,33401,204.77517224094296,0.7767086458185934,0.9860183826831532,0.9269265082081328,0.9248739716494168,0.0067228010818719,0.0030343121339751,0.8553918634345662,0.998889334417966,SEKER
137,13354,39346,738.495,280.11788314818074,179.13121263567498,1.5637580912149405,0.7688034900644244,39763,223.82333016723192,0.795125697195053,0.9895128637175264,0.9065992034119704,0.7990326345884553,0.0071193484254608,0.0017901032475436,0.638453151137368,0.9983862809527344,DERMASON
493,8820,44920,804.3689999999999,304.9769234684263,188.53959745490815,1.61757491574875,0.7860134551023995,45476,239.15250437639892,0.6846517299192196,0.9877737707801918,0.8724468161996263,0.7841659023134514,0.0067893348946666,0.0015835756327443,0.6149161623510694,0.9946729595075756,SIRA
796,7762,39542,740.9649999999999,271.68131754164847,185.7898430033219,1.4623044680477546,0.7296206465337215,39952,224.38011961383256,0.7853426017874876,0.9897376852222668,0.9050511139988198,0.8258945504393592,0.0068707024819596,0.0019718746671676,0.6821018084454313,0.9974405221532078,SIRA
569,7596,37882,722.9639999999999,264.887378487173,182.74089071822385,1.4495243918648422,0.7239223540769986,38277,219.6198088371298,0.7452978673172267,0.9896804869765132,0.9107714734644856,0.8291063549023145,0.0069924338336722,0.0020382108256177,0.6874173477394029,0.9964282129393006,SIRA
693,3410,146154,1460.105,540.33833521516,346.7667544893402,1.5582183938332828,0.766906737853218,148196,431.3804033810797,0.7357139980670103,0.9862209506329456,0.8614942705618887,0.7983523938002773,0.0036970478756322,0.0009264316095738,0.6373665446866329,0.9931562735446744,BOMBAY
257,8278,42476,775.825,298.45185823986765,181.8538174131407,1.641163559200059,0.7929215086419464,42879,232.55563399361188,0.7820739431433201,0.9906014599221064,0.8868005135985955,0.7792065204925125,0.0070263644938286,0.0015977938688503,0.6071628015780485,0.9964534644517092,SIRA
513,5785,46127,862.115,358.66096697006986,166.12435582136763,2.158990866792197,0.8862645676495716,47134,242.34421899438587,0.727635543356522,0.9786353799804812,0.7798923691643542,0.6756916456275807,0.007775510372885,0.0009997763630891,0.456559199970908,0.9857071428871428,HOROZ
1000,8808,44856,792.403,298.99996529881804,191.74519903346763,1.559360895636453,0.7672999623771051,45416,238.98207677279996,0.6922222222222222,0.9876695437731196,0.8977143861388167,0.7992712525366459,0.0066657741505889,0.0016780586248754,0.6388345351314989,0.9961735928661511,SIRA
28,5651,42780,801.2139999999999,322.59410495120557,169.39453601039023,1.9043949855113296,0.8510398231485056,43293,233.38634862341513,0.800763701707098,0.9881505093202134,0.8374397775671012,0.723467493799108,0.0075407691666948,0.0012742994615759,0.5234052145839624,0.9967702660441796,HOROZ
1133,8157,41955,765.6419999999999,292.8365735201931,183.20440901693183,1.59841444368912,0.780127970430093,42360,231.12499886287452,0.69421692727724,0.9904390934844192,0.8993776508915108,0.7892627484487926,0.0069797777027813,0.0016707357892071,0.6229356860889421,0.9957093981339566,SIRA
39,452,36085,689.809,237.31039868389047,193.8350869618133,1.2242902067087682,0.5769212089689724,36414,214.34749583740964,0.7559284397519692,0.9909650134563628,0.9529691923411028,0.903236845187435,0.0065764278421474,0.0027000785752786,0.8158367985041504,0.9988210026812662,SEKER
629,11179,29518,639.648,242.68716983601124,155.1601621962744,1.5641074770791807,0.7689222861665469,29815,193.8646045091587,0.7902021148440637,0.9900385711889989,0.9065978813598036,0.7988251074012569,0.0082216671128129,0.002065125632609,0.6381215522146295,0.9980906911042752,DERMASON
120,4880,77345,1070.0099999999998,406.6499302666471,244.8217037385452,1.6610044128314896,0.7984618865505857,78693,313.81318102900195,0.7670223526845038,0.9828701409274014,0.8489193538374937,0.771703516150192,0.0052576110966015,0.0011501914563053,0.5955263168385696,0.989171840226148,CALI
233,833,38241,705.456,246.3847077292288,197.8848538896466,1.2450912886270158,0.595771529426309,38534,220.6580010564252,0.7811619070964579,0.9923963253230912,0.9656044119854332,0.8955831840786294,0.0064429462547848,0.0025567484017522,0.8020692396044162,0.9986494231071532,SEKER
34,338,35354,687.7410000000001,235.01530838198147,191.82825470978185,1.2251339550450355,0.5777168096922498,35726,212.16529137577368,0.7543635044595229,0.9895874153277724,0.9392876021762532,0.9027722186970536,0.00664748849867,0.0027236424918437,0.8149976788512008,0.9984813296434956,SEKER
572,2528,66884,1022.644,352.6405248204782,242.60097545797584,1.4535824687216223,0.7257529064300494,68186,291.82075613305267,0.7715485418973791,0.9809051711495028,0.8036799854841282,0.8275304044582296,0.0052724197838119,0.0015251957297651,0.6848065703028011,0.995422825057533,BARBUNYA
711,4416,71167,1037.115,407.982506838696,223.57188012421952,1.824838197952334,0.8364824004491522,71982,301.0193327349048,0.6947052966556686,0.9886777249868024,0.8314472316358311,0.7378241166940984,0.0057327484204574,0.001047982504443,0.5443844271754265,0.9934134970801188,CALI
1316,1881,47406,803.384,281.504905245126,215.0450277999132,1.3090509839969415,0.6453202078393226,48073,245.6810816031937,0.8043640559250712,0.9861252678218544,0.9229896261521569,0.8727417427744714,0.0059381703844476,0.0021250806242967,0.7616781495810218,0.997075531198006,SEKER
525,8569,43775,783.151,289.91811617778603,192.8547699096898,1.5032976177542778,0.7466614187351018,44195,236.08485989317856,0.7755337053769156,0.9904966625183844,0.8969020262291045,0.8143156523147543,0.0066229152753349,0.0017963877820024,0.6631099816048038,0.9968516556555844,SIRA
428,4002,63449,967.614,363.3525268843654,223.93029894090452,1.6226143965460187,0.7875197874438703,64133,284.2283868192995,0.7652109941266568,0.9893346639015796,0.8515896196291861,0.7822386409597019,0.0057266864234954,0.0013226356590458,0.6118972914104813,0.9928733542501617,CALI
139,5828,46987,855.4979999999999,359.2125934063292,167.09383872539766,2.149765641548638,0.8852229532178518,47402,244.59294038968312,0.7941285830178475,0.9912450951436648,0.8067697096890017,0.6809141574638722,0.0076449356929859,0.0010137317658414,0.463644089834735,0.9967261342338034,HOROZ
19,3122,79278,1088.437,420.04528582640864,241.17813639127527,1.7416391556527675,0.8187348793930176,80286,317.7103785328931,0.7575682287286905,0.9874448845377776,0.8409224677880982,0.7563717276527006,0.0052983839883247,0.0010697057750169,0.572098190392331,0.9963886092653756,BARBUNYA
460,4167,67549,991.709,384.4144069739145,224.282669435808,1.7139728537248298,0.812156379933852,68128,293.2678946071586,0.766209165154265,0.9915012916862376,0.863098335257248,0.7628951706460344,0.0056908970817319,0.0011891043204928,0.5820090413950421,0.9975476975735128,CALI
382,5654,43000,968.539,348.5200766261717,158.31931420367383,2.2013743451276535,0.8908683008840428,44715,233.98568422792877,0.6682102842224674,0.9616459800961646,0.5760286618659178,0.6713693124740863,0.0081051180610737,0.0010157458416276,0.4507367537319273,0.992240326071586,HOROZ
643,11376,30197,651.9060000000001,242.90284072783865,158.84318982003188,1.5291989603271356,0.7565488829655486,30602,196.08165271735064,0.7489335317460317,0.9867655708777204,0.8929018166971067,0.8072431435128874,0.0080439394882881,0.0021070071888197,0.6516414927485682,0.996489493217133,DERMASON
892,9267,46994,800.5709999999999,299.43547600435744,200.20435217958897,1.495649184168361,0.7436168591699194,47498,244.61115911847568,0.759437621202327,0.989389026906396,0.9214092511595968,0.8169077438069364,0.006371780993411,0.0017503812582547,0.6673382618917394,0.998103926962712,SIRA
996,1401,41723,741.1759999999999,261.35379830268573,203.79745308312343,1.28241935484879,0.6260584549230709,42061,230.4850830856201,0.774483961983962,0.9919640522098856,0.9544269542876872,0.8818891655008007,0.0062640222012483,0.0023371634147564,0.7777285002276985,0.9973740815095224,SEKER
882,7047,59921,997.748,392.7859810775687,195.35975710289293,2.01057775102932,0.867538820787746,60874,276.21329939030034,0.6506645528384659,0.9843447120281236,0.7563924491265506,0.7032157783038412,0.0065550638520313,0.0009888060513402,0.494512430855477,0.9942556910854474,HOROZ
532,7955,40901,753.0649999999999,278.68875347878856,187.6094912233756,1.4854725721044155,0.7394727920836489,41488,228.20335365461412,0.7998474655819775,0.9858513305052063,0.9063143645966396,0.8188466552956291,0.0068137393579322,0.0018896248741364,0.6705098448888389,0.9960239839083564,SIRA
1144,11192,29561,648.564,236.7114228443546,160.1198467928389,1.4783390540624797,0.7365025086260423,30075,194.0057581153615,0.7318528421469598,0.9829093931837074,0.8831272962709705,0.8195876472041932,0.0080075580272776,0.0022287506028369,0.671723911449705,0.9930356918437055,DERMASON
1261,6298,52266,901.21,374.4981636743252,178.0553306862564,2.103268474080185,0.8797424870870643,52856,257.96731972311534,0.7615730959215492,0.9888375964885728,0.8086807849271459,0.6888346719570337,0.0071652348309479,0.0009951079287628,0.4744932052901543,0.9979865998520387,HOROZ
684,873,38511,711.1120000000001,249.65467038397853,196.62740161478297,1.2696840233543971,0.6161900125566425,38797,221.43560713511243,0.8050294744763578,0.9926282960022682,0.9570147802422294,0.886967613281722,0.0064826846974625,0.0024749459050592,0.7867115470106743,0.998875082227875,SEKER
408,5502,33263,719.325,271.3390351065366,158.5661121824373,1.7112044394097845,0.8114774665481199,34108,205.79544935815687,0.672740878569695,0.9752257534889176,0.8078318484446979,0.7584439491994023,0.0081573831316037,0.001665039676767,0.5752372240771857,0.9843484915546408,HOROZ
480,3422,148325,1454.9309999999998,549.7336941197211,344.9498496953945,1.5936626573548576,0.7786283530496033,149846,434.57249737281234,0.7788869517728113,0.989849578901005,0.8805204080610298,0.7905145746408825,0.0037062780658669,0.0008928063854091,0.6249132927196555,0.99590097869198,BOMBAY
714,10605,27059,616.194,221.029121390392,156.25576843028702,1.4145341551918666,0.7072670049526059,27496,185.61408578281112,0.7952448127902192,0.9841067791678788,0.8955434798586304,0.8397720834937892,0.008168414257378,0.0025058971988046,0.7052171522154996,0.9975537486359658,DERMASON
26,4169,67573,1024.5079999999998,396.9407079408076,221.5445158142519,1.7916972870301695,0.8297535220430502,69713,293.31998867514835,0.7618838226672079,0.9693027125500264,0.8090071436503732,0.7389516439288677,0.0058742501878088,0.0010804291195852,0.546049532065176,0.9783554651852696,CALI
278,9431,47938,828.6650000000001,317.93981140383784,192.90051308668424,1.6482061468699378,0.7949154494180589,48607,247.05577770113825,0.7211975327215285,0.9862365502911103,0.877266979790857,0.777052035761999,0.0066323128082906,0.001491575269939,0.6038098662818671,0.9952031331464885,SIRA
876,4632,74215,1058.806,404.4510377956156,236.06968779890215,1.713269677130892,0.8119843015712347,75634,307.39790632423,0.6716289592760181,0.9812385963984452,0.831895487338645,0.7600373780708898,0.0054497209161977,0.0011217441915444,0.5776568160648726,0.9896819067519236,CALI
340,771,37996,723.8239999999998,247.2044980605834,196.76459283252012,1.2563464518791556,0.6053508129368089,38627,219.95001646228,0.7678131188619003,0.9836642762834288,0.9113428381556078,0.8897492488521627,0.0065060663770024,0.0025151782722157,0.7916537258329878,0.994591349567188,SEKER
475,9527,48560,828.554,306.81957385903945,202.46114745852472,1.5154491501728409,0.7513794562949954,49122,248.65339791030303,0.8093333333333333,0.988559097756606,0.8888877180528887,0.8104222125819802,0.0063183602524513,0.0016812391354402,0.6567841626462724,0.995323001129274,SIRA
175,1810,45956,779.419,282.8423292581776,207.0513010385164,1.366049514489949,0.6812639225220386,46324,241.8945979509446,0.74420261691929,0.9920559537172956,0.9506269185944348,0.8552277114439402,0.0061546333287966,0.0020309957074861,0.7314144384216394,0.999148338496819,SEKER
1014,12743,35674,712.727,258.2219166748692,176.30501911903534,1.4646316818724614,0.7306375680029606,36178,213.12331528690655,0.7192338709677419,0.986068881640776,0.8825010876610294,0.8253494437315835,0.0072383785579096,0.002071917730008,0.6812017042680344,0.997709597816478,DERMASON
1046,2810,71682,1058.192,388.21673550523866,236.42093803268347,1.6420573352583965,0.7931762611689546,72768,302.10653261011413,0.7653917611634313,0.9850758575197888,0.8044351339270038,0.7781903894919477,0.0054158189713629,0.0012251446112627,0.6055802822976293,0.9943975446346724,BARBUNYA
1344,10860,28154,625.9219999999999,236.0887675492946,152.157334726225,1.551609509814867,0.7646110071923239,28525,189.3324751395644,0.7797164063365459,0.9869938650306748,0.9030453015099288,0.801954608450537,0.0083856207838777,0.0021395090662141,0.643131194015054,0.9978884766923484,DERMASON
912,3867,241322,1895.94,726.3734931585373,427.3701204803078,1.6996356515101922,0.808598089839022,244319,554.3110258822018,0.8208231292517006,0.9877332503816731,0.8436408515840113,0.7631212194595028,0.0030099762688794,0.0006296757286588,0.5823539955893585,0.9897896127030832,BOMBAY
668,12314,33777,699.5,247.20412307875793,174.5063749050553,1.4165907876618016,0.70829141121538,34437,207.3793917015854,0.7651549474447263,0.980834567471034,0.8674720690234876,0.8388994047462365,0.0073187116404286,0.0022359080720224,0.7037522112835899,0.9969288993009552,DERMASON
625,8007,41198,776.727,303.90093807255363,172.7715856799355,1.7589752208186544,0.82267438858975,41696,229.03039703061083,0.7238640756228696,0.9880564082885648,0.8581223100769438,0.7536350446405397,0.0073765944480934,0.001467844369664,0.5679657805103482,0.9990377341906292,SIRA
1016,8657,44193,808.5409999999999,308.87194734577474,183.46868932099017,1.6835131296184471,0.8044680216206921,44887,237.20934888929028,0.7247486757301933,0.9845389533718004,0.8494919225443486,0.7679860567710932,0.0069891599879115,0.0014997472892764,0.5898025833948128,0.9929403930280468,SIRA
